DISTRICT,DIST_LGD,SUB_DIST,Subdt_LGD,NAME,CEN_2001,TYPE,STATE,nutrition_idx,protection_idx,education_idx,health_idx,child_anaemia,early_marriage,anc_4plus
Vaishali,224,Hajipur,1278,Manua Alah Baksh,'1010000500883900,Village,Bihar,7688.94,12814.9,14645.6,12814.9,12814.9,16476.3,12814.9
Saran,218,Sonepur,1267,Mustafa Chak,'1012000801064900,Village,Bihar,7689.36,12815.6,14646.4,12815.6,12815.6,16477.2,12815.6
Vaishali,224,Raja Pakar,1277,Mohammad Saidpur,'1018000901949500,Village,Bihar,7689.78,12816.3,14647.2,12816.3,12816.3,16478.1,12816.3
Saran,218,Sonepur,1267,Shekh Duman,'1018001101969300,Village,Bihar,7690.2,12817,14648,12817,12817,16479,12817
Samastipur,217,Rosera,1300,Khaira,'1020000202148900,Village,Bihar,7690.62,12817.7,14648.8,12817.7,12817.7,16479.9,12817.7
Samastipur,217,Rosera,1300,Arazichak That,'1010000500887500,Village,Bihar,7691.04,12818.4,14649.6,12818.4,12818.4,16480.8,12818.4
Purnia,214,Krityanand Nagar,1133,Jotlakhai,'1018000801933500,Village,Bihar,7691.46,12819.1,14650.4,12819.1,12819.1,16481.7,12819.1
Katihar,201,Kadwa,1145,Pothia,'1017001101775700,Village,Bihar,7691.88,12819.8,14651.2,12819.8,12819.8,16482.6,12819.8
Vaishali,224,Hajipur,1278,Ghauspur Ijra,'1017001101773100,Village,Bihar,7692.3,12820.5,14652,12820.5,12820.5,16483.5,12820.5
Purnia,214,Dagarua,1141,Bisrupa,'1017001901851900,Village,Bihar,7692.72,12821.2,14652.8,12821.2,12821.2,16484.4,12821.2
Vaishali,224,Hajipur,1278,Paharpur,'1009000200716500,Village,Bihar,7693.14,12821.9,14653.6,12821.9,12821.9,16485.3,12821.9
Begusarai,191,Chhorahi,1305,Sahuri,'1009001400818500,Village,Bihar,7693.56,12822.6,14654.4,12822.6,12822.6,16486.2,12822.6
Begusarai,191,Chhorahi,1305,Harrahabadh,'1010000500885600,Village,Bihar,7693.98,12823.3,14655.2,12823.3,12823.3,16487.1,12823.3
Saharsa,216,Sonbarsa,1066,Shahpur,'1018000801938600,Village,Bihar,7694.4,12824,14656,12824,12824,16488,12824
Vaishali,224,Raja Pakar,1277,Madanpur,'1009000500735200,Village,Bihar,7694.82,12824.7,14656.8,12824.7,12824.7,16488.9,12824.7
Samastipur,217,Bibhutpur,1299,Belsandi Dih,'1018000701928600,Village,Bihar,7695.24,12825.4,14657.6,12825.4,12825.4,16489.8,12825.4
Samastipur,217,Bithan,1303,Chhechhani,'1019001502116000,Village,Bihar,7695.66,12826.1,14658.4,12826.1,12826.1,16490.7,12826.1
Vaishali,224,Jandaha,1276,Rampur Ramhar,'1018001101969200,Village,Bihar,7696.08,12826.8,14659.2,12826.8,12826.8,16491.6,12826.8
Katihar,201,Balrampur,1146,Sadipur,'1018001101964200,Village,Bihar,7696.5,12827.5,14660,12827.5,12827.5,16492.5,12827.5
Purnia,214,Dhamdaha,1132,Mir Milik,'1020000202148200,Village,Bihar,7696.92,12828.2,14660.8,12828.2,12828.2,16493.4,12828.2
Madhepura,205,Gwalpara,1165,Rajpur Sarsandi,'1019001502114800,Village,Bihar,7697.34,12828.9,14661.6,12828.9,12828.9,16494.3,12828.9
Samastipur,217,Bibhutpur,1299,Mehsi,'1017002001856600,Village,Bihar,7697.76,12829.6,14662.4,12829.6,12829.6,16495.2,12829.6
Vaishali,224,Hajipur,1278,Berai Urf Panapur,'1010000400849200,Village,Bihar,7698.18,12830.3,14663.2,12830.3,12830.3,16496.1,12830.3
Madhepura,205,Bihariganj,1166,Hatiaundha,'1009001400818600,Village,Bihar,7698.6,12831,14664,12831,12831,16497,12831
Samastipur,217,Bithan,1303,Salaha,'1018000901943700,Village,Bihar,7699.02,12831.7,14664.8,12831.7,12831.7,16497.9,12831.7
Saran,218,Chapra,1258,Chak Jamali,'1017001901853300,Village,Bihar,7699.44,12832.4,14665.6,12832.4,12832.4,16498.8,12832.4
Saran,218,Chapra,1258,Daftarpur,'1019002002140600,Village,Bihar,7699.86,12833.1,14666.4,12833.1,12833.1,16499.7,12833.1
Vaishali,224,Jandaha,1276,Bhathahi,'1010000500887600,Village,Bihar,7700.28,12833.8,14667.2,12833.8,12833.8,16500.6,12833.8
Saran,218,Chapra,1258,Singahi,'1019000802079600,Village,Bihar,7700.7,12834.5,14668,12834.5,12834.5,16501.5,12834.5
Saharsa,216,Simri Bakhtiarpur,1178,Bhagdewa,'1019001502114700,Village,Bihar,7701.12,12835.2,14668.8,12835.2,12835.2,16502.4,12835.2
Katihar,201,Kadwa,1145,Majhauli,'1018001101964100,Village,Bihar,7701.54,12835.9,14669.6,12835.9,12835.9,16503.3,12835.9
Katihar,201,Balrampur,1146,Adampur Kasht,'1013001801199200,Village,Bihar,7701.96,12836.6,14670.4,12836.6,12836.6,16504.2,12836.6
Vaishali,224,Jandaha,1276,Gobindpur,'1018000901951400,Village,Bihar,7702.38,12837.3,14671.2,12837.3,12837.3,16505.1,12837.3
Katihar,201,Balrampur,1146,Balrampur,'1019002002141400,Village,Bihar,7702.8,12838,14672,12838,12838,16506,12838
Purnia,214,Dagarua,1141,Nikhrail,'1020000202148100,Village,Bihar,7703.22,12838.7,14672.8,12838.7,12838.7,16506.9,12838.7
Samastipur,217,Morwa,1291,Larua,'1018001101970200,Village,Bihar,7703.64,12839.4,14673.6,12839.4,12839.4,16507.8,12839.4
Samastipur,217,Hasanpur,1302,Korsauli,'1019001602118200,Village,Bihar,7704.06,12840.1,14674.4,12840.1,12840.1,16508.7,12840.1
Vaishali,224,Jandaha,1276,Saidpur Dhanghota,'1009001400820700,Village,Bihar,7704.48,12840.8,14675.2,12840.8,12840.8,16509.6,12840.8
Purnia,214,Barhara,1129,Urlaha,'1019001902133400,Village,Bihar,7704.9,12841.5,14676,12841.5,12841.5,16510.5,12841.5
Vaishali,224,Hajipur,1278,Sadullahpur Pokhraria Urf Fate,'1010000400849500,Village,Bihar,7705.32,12842.2,14676.8,12842.2,12842.2,16511.4,12842.2
Vaishali,224,Hajipur,1278,Kutubpur  Ekara,'1009000700752500,Village,Bihar,7705.74,12842.9,14677.6,12842.9,12842.9,16512.3,12842.9
Vaishali,224,Jandaha,1276,Narharpur Urf Bishunpur Sarae,'1017001101775800,Village,Bihar,7706.16,12843.6,14678.4,12843.6,12843.6,16513.2,12843.6
Purnia,214,Dagarua,1141,Dhapi,'1010000500883600,Village,Bihar,7706.58,12844.3,14679.2,12844.3,12844.3,16514.1,12844.3
Saran,218,Sonepur,1267,Parmanandpur,'1018000901947900,Village,Bihar,7707,12845,14680,12845,12845,16515,12845
Saran,218,Chapra,1258,Mehrauli,'1018000901949600,Village,Bihar,7707.42,12845.7,14680.8,12845.7,12845.7,16515.9,12845.7
Vaishali,224,Mahua,1275,Harpur Jadu,'1020000202149100,Village,Bihar,7707.84,12846.4,14681.6,12846.4,12846.4,16516.8,12846.4
Katihar,201,Kadwa,1145,Talho,'1012000701059200,Village,Bihar,7708.26,12847.1,14682.4,12847.1,12847.1,16517.7,12847.1
Saran,218,Sonepur,1267,Murgia Chak,'1018000901951700,Village,Bihar,7708.68,12847.8,14683.2,12847.8,12847.8,16518.6,12847.8
Vaishali,224,Raja Pakar,1277,Basarha,'1018000901944000,Village,Bihar,7709.1,12848.5,14684,12848.5,12848.5,16519.5,12848.5
Saharsa,216,Simri Bakhtiarpur,1178,Sardiha,'1017001101774000,Village,Bihar,7709.52,12849.2,14684.8,12849.2,12849.2,16520.4,12849.2
Darbhanga,195,Kusheshwar Asthan Purbi,1198,Tilkeswar,'1019001902134000,Village,Bihar,7709.94,12849.9,14685.6,12849.9,12849.9,16521.3,12849.9
Purnia,214,Dagarua,1141,Palwagor,'1017002001856800,Village,Bihar,7710.36,12850.6,14686.4,12850.6,12850.6,16522.2,12850.6
Saran,218,Sonepur,1267,Khuntaha,'1018001101970000,Village,Bihar,7710.78,12851.3,14687.2,12851.3,12851.3,16523.1,12851.3
Saharsa,216,Sonbarsa,1066,Kolhait,'1019001902130900,Village,Bihar,7711.2,12852,14688,12852,12852,16524,12852
Saran,218,Chapra,1258,Gopalpur,'1018001101969400,Village,Bihar,7711.62,12852.7,14688.8,12852.7,12852.7,16524.9,12852.7
Vaishali,224,Hajipur,1278,Chak Rabia Urf Rabia Chak,'1018001101967700,Village,Bihar,7712.04,12853.4,14689.6,12853.4,12853.4,16525.8,12853.4
Samastipur,217,Ujiarpur,1298,Nikaspur,'1018001101964000,Village,Bihar,7712.46,12854.1,14690.4,12854.1,12854.1,16526.7,12854.1
Saharsa,216,Sonbarsa,1066,Goalpura,'1012000701059900,Village,Bihar,7712.88,12854.8,14691.2,12854.8,12854.8,16527.6,12854.8
Saran,218,Dighwara,1266,Kakaria,'1019001902135800,Village,Bihar,7713.3,12855.5,14692,12855.5,12855.5,16528.5,12855.5
Vaishali,224,Raja Pakar,1277,Suratpur Bidaya,'1012000801065000,Village,Bihar,7713.72,12856.2,14692.8,12856.2,12856.2,16529.4,12856.2
Vaishali,224,Hajipur,1278,Arazi Nainha,'1017001941704000,Village,Bihar,7714.14,12856.9,14693.6,12856.9,12856.9,16530.3,12856.9
Samastipur,217,Hasanpur,1302,Pardah,'1017001901851600,Village,Bihar,7714.56,12857.6,14694.4,12857.6,12857.6,16531.2,12857.6
Saran,218,Revelganj,1257,Loha Tola,'1018001101969100,Village,Bihar,7714.98,12858.3,14695.2,12858.3,12858.3,16532.1,12858.3
Samastipur,217,Bithan,1303,Khutauna,'1019001902133300,Village,Bihar,7715.4,12859,14696,12859,12859,16533,12859
Vaishali,224,Hajipur,1278,Kutubpur Dumri,'1018000901948000,Village,Bihar,7715.82,12859.7,14696.8,12859.7,12859.7,16533.9,12859.7
Vaishali,224,Hajipur,1278,Rae Dih,'1009000200715000,Village,Bihar,7716.24,12860.4,14697.6,12860.4,12860.4,16534.8,12860.4
Saran,218,Chapra,1258,Madanipatti,'1018001001957500,Village,Bihar,7716.66,12861.1,14698.4,12861.1,12861.1,16535.7,12861.1
Vaishali,224,Hajipur,1278,Asdharpur,'1018001001956100,Village,Bihar,7717.08,12861.8,14699.2,12861.8,12861.8,16536.6,12861.8
Vaishali,224,Hajipur,1278,Paranpur Senduari Chak Hamida,'1009001400818100,Village,Bihar,7717.5,12862.5,14700,12862.5,12862.5,16537.5,12862.5
Vaishali,224,Hajipur,1278,Chak Mahmudpur Ali Urf Hargobi,'1019001502115000,Village,Bihar,7717.92,12863.2,14700.8,12863.2,12863.2,16538.4,12863.2
Vaishali,224,Hajipur,1278,Shiurampur,'1009000500735400,Village,Bihar,7718.34,12863.9,14701.6,12863.9,12863.9,16539.3,12863.9
Vaishali,224,Jandaha,1276,Ghauspur,'1010000500885600,Village,Bihar,7718.76,12864.6,14702.4,12864.6,12864.6,16540.2,12864.6
Saran,218,Sonepur,1267,Rahimpur,'1019002002141500,Village,Bihar,7719.18,12865.3,14703.2,12865.3,12865.3,16541.1,12865.3
Vaishali,224,Raja Pakar,1277,Raja Pakar,'1017001901850300,Village,Bihar,7719.6,12866,14704,12866,12866,16542,12866
Saran,218,Revelganj,1257,Tola Bala Rai,'1019002002141700,Village,Bihar,7720.02,12866.7,14704.8,12866.7,12866.7,16542.9,12866.7
Samastipur,217,Bibhutpur,1299,Kodaria,'1018000801933400,Village,Bihar,7720.44,12867.4,14705.6,12867.4,12867.4,16543.8,12867.4
Saran,218,Dighwara,1266,Ismaila,'1012000801066300,Village,Bihar,7720.86,12868.1,14706.4,12868.1,12868.1,16544.7,12868.1
Vaishali,224,Hajipur,1278,Nainha,'1010000500885800,Village,Bihar,7721.28,12868.8,14707.2,12868.8,12868.8,16545.6,12868.8
Vaishali,224,Hajipur,1278,Rasulpur Bhoj Urf Adharpur,'1012000801067300,Village,Bihar,7721.7,12869.5,14708,12869.5,12869.5,16546.5,12869.5
Purnia,214,Krityanand Nagar,1133,Alinagar,'1011000801009400,Village,Bihar,7722.12,12870.2,14708.8,12870.2,12870.2,16547.4,12870.2
Vaishali,224,Hajipur,1278,Chak Hafiz Amanullah,'1020000202149300,Village,Bihar,7722.54,12870.9,14709.6,12870.9,12870.9,16548.3,12870.9
Katihar,201,Balrampur,1146,Miliktoli,'1010000500885300,Village,Bihar,7722.96,12871.6,14710.4,12871.6,12871.6,16549.2,12871.6
Vaishali,224,Jandaha,1276,Pirapur,'1011000901011300,Village,Bihar,7723.38,12872.3,14711.2,12872.3,12872.3,16550.1,12872.3
Saran,218,Dighwara,1266,Ramdas Chak,'1018001101969800,Village,Bihar,7723.8,12873,14712,12873,12873,16551,12873
Katihar,201,Balrampur,1146,Sadipur,'1009000200717000,Village,Bihar,7724.22,12873.7,14712.8,12873.7,12873.7,16551.9,12873.7
Vaishali,224,Jandaha,1276,Lachhumanpur Barah Batta,'1012000701056600,Village,Bihar,7724.64,12874.4,14713.6,12874.4,12874.4,16552.8,12874.4
Saran,218,Chapra,1258,Balua,'1010000500884300,Village,Bihar,7725.06,12875.1,14714.4,12875.1,12875.1,16553.7,12875.1
Samastipur,217,Hasanpur,1302,Mahua Chhapki,'1009000500737100,Village,Bihar,7725.48,12875.8,14715.2,12875.8,12875.8,16554.6,12875.8
Samastipur,217,Rosera,1300,Damodarpur,'1018000901951600,Village,Bihar,7725.9,12876.5,14716,12876.5,12876.5,16555.5,12876.5
Katihar,201,Balrampur,1146,Adampur Mal,'1010000500887400,Village,Bihar,7726.32,12877.2,14716.8,12877.2,12877.2,16556.4,12877.2
Purnia,214,Dhamdaha,1132,Chandrahi,'1018001101964400,Village,Bihar,7726.74,12877.9,14717.6,12877.9,12877.9,16557.3,12877.9
Vaishali,224,Hajipur,1278,Latmara,'1009001400818400,Village,Bihar,7727.16,12878.6,14718.4,12878.6,12878.6,16558.2,12878.6
Saharsa,216,Simri Bakhtiarpur,1178,Agar,'1012000801066000,Village,Bihar,7727.58,12879.3,14719.2,12879.3,12879.3,16559.1,12879.3
Katihar,201,Kadwa,1145,Malikpur,'1009000700754200,Village,Bihar,7728,12880,14720,12880,12880,16560,12880
Saharsa,216,Sonbarsa,1066,Bargaon,'1017001901852000,Village,Bihar,7728.42,12880.7,14720.8,12880.7,12880.7,16560.9,12880.7
Vaishali,224,Hajipur,1278,Jazira Ismailpur,'1019002002140000,Village,Bihar,7728.84,12881.4,14721.6,12881.4,12881.4,16561.8,12881.4
Katihar,201,Kadwa,1145,Katara,'1009000600747700,Village,Bihar,7729.26,12882.1,14722.4,12882.1,12882.1,16562.7,12882.1
Saran,218,Chapra,1258,Bhairopur Aima,'1017001101773200,Village,Bihar,7729.68,12882.8,14723.2,12882.8,12882.8,16563.6,12882.8
Purnia,214,Barhara,1129,Hanuman Nagar Chakla,'1011000801010000,Village,Bihar,7730.1,12883.5,14724,12883.5,12883.5,16564.5,12883.5
Katihar,201,Kadwa,1145,Duria,'1010000400849900,Village,Bihar,7730.52,12884.2,14724.8,12884.2,12884.2,16565.4,12884.2
Purnia,214,Barhara,1129,Nathpur,'1019002002141000,Village,Bihar,7730.94,12884.9,14725.6,12884.9,12884.9,16566.3,12884.9
Saran,218,Sonepur,1267,Abdul Hai,'1010000400857100,Village,Bihar,7731.36,12885.6,14726.4,12885.6,12885.6,16567.2,12885.6
Begusarai,191,Chhorahi,1305,Baraipura,'1010000400849600,Village,Bihar,7731.78,12886.3,14727.2,12886.3,12886.3,16568.1,12886.3
Saran,218,Chapra,1258,Chak Haji,'1019001602121400,Village,Bihar,7732.2,12887,14728,12887,12887,16569,12887
Samastipur,217,Sarairanjan,1295,Kabra Urf Sarae-Ranjan,'1017002001856000,Village,Bihar,7732.62,12887.7,14728.8,12887.7,12887.7,16569.9,12887.7
Samastipur,217,Ujiarpur,1298,Bazidpur Nazirpur,'1019001202099000,Village,Bihar,7733.04,12888.4,14729.6,12888.4,12888.4,16570.8,12888.4
Samastipur,217,Sarairanjan,1295,Bazidpur Meari,'1011000801009500,Village,Bihar,7733.46,12889.1,14730.4,12889.1,12889.1,16571.7,12889.1
Samastipur,217,Hasanpur,1302,Godah,'1018000901944300,Village,Bihar,7733.88,12889.8,14731.2,12889.8,12889.8,16572.6,12889.8
Samastipur,217,Bithan,1303,Bhikhnaulia,'1018001101963700,Village,Bihar,7734.3,12890.5,14732,12890.5,12890.5,16573.5,12890.5
Samastipur,217,Sarairanjan,1295,Surmar,'1010000600905200,Village,Bihar,7734.72,12891.2,14732.8,12891.2,12891.2,16574.4,12891.2
Saran,218,Chapra,1258,Chirand,'1018001101969900,Village,Bihar,7735.14,12891.9,14733.6,12891.9,12891.9,16575.3,12891.9
Samastipur,217,Bithan,1303,Sukhasan,'1010000500883800,Village,Bihar,7735.56,12892.6,14734.4,12892.6,12892.6,16576.2,12892.6
Vaishali,224,Jandaha,1276,Kaddutanr,'1017001901850600,Village,Bihar,7735.98,12893.3,14735.2,12893.3,12893.3,16577.1,12893.3
Saran,218,Chapra,1258,Badalpura Diara,'1018001101970300,Village,Bihar,7736.4,12894,14736,12894,12894,16578,12894
Purnia,214,Purnia East,1134,Bhatoria,'1018001101967500,Village,Bihar,7736.82,12894.7,14736.8,12894.7,12894.7,16578.9,12894.7
Katihar,201,Kadwa,1145,Mahinagar,'1010000500885200,Village,Bihar,7737.24,12895.4,14737.6,12895.4,12895.4,16579.8,12895.4
Samastipur,217,Bithan,1303,Bajos Sarakat,'1010000500885300,Village,Bihar,7737.66,12896.1,14738.4,12896.1,12896.1,16580.7,12896.1
Samastipur,217,Bithan,1303,Jagmohra,'1017001101774200,Village,Bihar,7738.08,12896.8,14739.2,12896.8,12896.8,16581.6,12896.8
Saran,218,Sonepur,1267,Bariar Chak,'1018001101964300,Village,Bihar,7738.5,12897.5,14740,12897.5,12897.5,16582.5,12897.5
Katihar,201,Kadwa,1145,Kamalpur,'1017002001854700,Village,Bihar,7738.92,12898.2,14740.8,12898.2,12898.2,16583.4,12898.2
Samastipur,217,Hasanpur,1302,Dudhail,'1018001001957200,Village,Bihar,7739.34,12898.9,14741.6,12898.9,12898.9,16584.3,12898.9
Vaishali,224,Mahua,1275,Manpur,'1017002001856200,Village,Bihar,7739.76,12899.6,14742.4,12899.6,12899.6,16585.2,12899.6
Samastipur,217,Hasanpur,1302,Deodha Tola Rampatti,'1019001702125300,Village,Bihar,7740.18,12900.3,14743.2,12900.3,12900.3,16586.1,12900.3
Vaishali,224,Hajipur,1278,Senduari Basdeo urf Chapta,'1019001702124700,Village,Bihar,7740.6,12901,14744,12901,12901,16587,12901
Saran,218,Chapra,1258,Ismailpur,'1009000600744300,Village,Bihar,7741.02,12901.7,14744.8,12901.7,12901.7,16587.9,12901.7
Vaishali,224,Hajipur,1278,Bedaulia,'1010000400857500,Village,Bihar,7741.44,12902.4,14745.6,12902.4,12902.4,16588.8,12902.4
Vaishali,224,Raja Pakar,1277,Pachain Jagdish,'1018001101966900,Village,Bihar,7741.86,12903.1,14746.4,12903.1,12903.1,16589.7,12903.1
Saharsa,216,Sonbarsa,1066,Lagma Patti,'1009001400820900,Village,Bihar,7742.28,12903.8,14747.2,12903.8,12903.8,16590.6,12903.8
Katihar,201,Kadwa,1145,Rasanpur,'1018001101966800,Village,Bihar,7742.7,12904.5,14748,12904.5,12904.5,16591.5,12904.5
Samastipur,217,Hasanpur,1302,Nauraj,'1020000202149500,Village,Bihar,7743.12,12905.2,14748.8,12905.2,12905.2,16592.4,12905.2
Madhepura,205,Gwalpara,1165,Jotmanohar,'1020000202149400,Village,Bihar,7743.54,12905.9,14749.6,12905.9,12905.9,16593.3,12905.9
Purnia,214,Dagarua,1141,Gogar,'1012000701056400,Village,Bihar,7743.96,12906.6,14750.4,12906.6,12906.6,16594.2,12906.6
Katihar,201,Kadwa,1145,Palasbari,'1018001001956000,Village,Bihar,7744.38,12907.3,14751.2,12907.3,12907.3,16595.1,12907.3
Katihar,201,Kadwa,1145,Berho,'1019001602117900,Village,Bihar,7744.8,12908,14752,12908,12908,16596,12908
Saran,218,Sonepur,1267,Salehpur,'1019002002140900,Village,Bihar,7745.22,12908.7,14752.8,12908.7,12908.7,16596.9,12908.7
Samastipur,217,Bibhutpur,1299,Shahpur Patohi,'1018000901947800,Village,Bihar,7745.64,12909.4,14753.6,12909.4,12909.4,16597.8,12909.4
Saran,218,Chapra,1258,Bhairopur Nizamat,'1010000500887700,Village,Bihar,7746.06,12910.1,14754.4,12910.1,12910.1,16598.7,12910.1
Saharsa,216,Simri Bakhtiarpur,1178,Bhauara,'1009000500735300,Village,Bihar,7746.48,12910.8,14755.2,12910.8,12910.8,16599.6,12910.8
Katihar,201,Kadwa,1145,Bendhabari,'1011000801009100,Village,Bihar,7746.9,12911.5,14756,12911.5,12911.5,16600.5,12911.5
Saharsa,216,Sonbarsa,1066,Harpur,'1019001602121300,Village,Bihar,7747.32,12912.2,14756.8,12912.2,12912.2,16601.4,12912.2
Vaishali,224,Hajipur,1278,Fatehpur Ekara Urf Moghlani,'1018001101969500,Village,Bihar,7747.74,12912.9,14757.6,12912.9,12912.9,16602.3,12912.9
Saharsa,216,Simri Bakhtiarpur,1178,Turki,'1011000901011800,Village,Bihar,7748.16,12913.6,14758.4,12913.6,12913.6,16603.2,12913.6
Saran,218,Dighwara,1266,Batrauli,'1019002002141600,Village,Bihar,7748.58,12914.3,14759.2,12914.3,12914.3,16604.1,12914.3
Vaishali,224,Hajipur,1278,Chak Kutubpur Matwalia,'1017001101773900,Village,Bihar,7749,12915,14760,12915,12915,16605,12915
Saran,218,Chapra,1258,Diara Singahi,'1017001101774400,Village,Bihar,7749.42,12915.7,14760.8,12915.7,12915.7,16605.9,12915.7
Saran,218,Chapra,1258,Raipur Bingawan,'1018000901949700,Village,Bihar,7749.84,12916.4,14761.6,12916.4,12916.4,16606.8,12916.4
Samastipur,217,Rosera,1300,Chak That,'1017001101775500,Village,Bihar,7750.26,12917.1,14762.4,12917.1,12917.1,16607.7,12917.1
Samastipur,217,Bithan,1303,Lad Kapasia,'1012000801064800,Village,Bihar,7750.68,12917.8,14763.2,12917.8,12917.8,16608.6,12917.8
Vaishali,224,Mahua,1275,Chak Kishun,'1010000400857200,Village,Bihar,7751.1,12918.5,14764,12918.5,12918.5,16609.5,12918.5
Buxar,194,Barhampur,1437,Maji Karanpur,'1010000500883700,Village,Bihar,7751.52,12919.2,14764.8,12919.2,12919.2,16610.4,12919.2
Vaishali,224,Jandaha,1276,Mahisanrh,'1018000901953500,Village,Bihar,7751.94,12919.9,14765.6,12919.9,12919.9,16611.3,12919.9
Samastipur,217,Bithan,1303,Khota Tilakpur,'1010000500886900,Village,Bihar,7752.36,12920.6,14766.4,12920.6,12920.6,16612.2,12920.6
Begusarai,191,Chhorahi,1305,Rampur,'1009001400818000,Village,Bihar,7752.78,12921.3,14767.2,12921.3,12921.3,16613.1,12921.3
Madhepura,205,Bihariganj,1166,Bihariganj,'1019000802079400,Village,Bihar,7753.2,12922,14768,12922,12922,16614,12922
Samastipur,217,Sarairanjan,1295,Ramchandarpur,'1019001902133900,Village,Bihar,7753.62,12922.7,14768.8,12922.7,12922.7,16614.9,12922.7
Saharsa,216,Sonbarsa,1066,Rakhauta,'1018000901953400,Village,Bihar,7754.04,12923.4,14769.6,12923.4,12923.4,16615.8,12923.4
Begusarai,191,Chhorahi,1305,Kolahsan,'1009000200715500,Village,Bihar,7754.46,12924.1,14770.4,12924.1,12924.1,16616.7,12924.1
Saran,218,Chapra,1258,Khawaspur,'1018001101970100,Village,Bihar,7754.88,12924.8,14771.2,12924.8,12924.8,16617.6,12924.8
Vaishali,224,Jandaha,1276,Rohua Urf Balgobindpur,'1018001101970400,Village,Bihar,7755.3,12925.5,14772,12925.5,12925.5,16618.5,12925.5
Purnia,214,Barhara,1129,Gauripur Arazi,'1018000901944400,Village,Bihar,7755.72,12926.2,14772.8,12926.2,12926.2,16619.4,12926.2
Vaishali,224,Mahua,1275,Lachhmi Narayanpur,'1009001400817900,Village,Bihar,7756.14,12926.9,14773.6,12926.9,12926.9,16620.3,12926.9
Madhepura,205,Gwalpara,1165,Pirnagar,'1017002001856900,Village,Bihar,7756.56,12927.6,14774.4,12927.6,12927.6,16621.2,12927.6
Katihar,201,Balrampur,1146,Ibrahimpur,'1017001101775100,Village,Bihar,7756.98,12928.3,14775.2,12928.3,12928.3,16622.1,12928.3
Begusarai,191,Chhorahi,1305,Sihman,'1018000801939200,Village,Bihar,7757.4,12929,14776,12929,12929,16623,12929
Begusarai,191,Chhorahi,1305,Amari,'1010000400850000,Village,Bihar,7757.82,12929.7,14776.8,12929.7,12929.7,16623.9,12929.7
Samastipur,217,Ujiarpur,1298,Bahadura,'1017002001854600,Village,Bihar,7758.24,12930.4,14777.6,12930.4,12930.4,16624.8,12930.4
Begusarai,191,Chhorahi,1305,Bathaul,'1018001001957800,Village,Bihar,7758.66,12931.1,14778.4,12931.1,12931.1,16625.7,12931.1
Darbhanga,195,Kusheshwar Asthan Purbi,1198,Tilakpur,'1012000801066100,Village,Bihar,7759.08,12931.8,14779.2,12931.8,12931.8,16626.6,12931.8
Katihar,201,Kadwa,1145,Chauki,'1013001801199100,Village,Bihar,7759.5,12932.5,14780,12932.5,12932.5,16627.5,12932.5
Purnia,214,Dagarua,1141,Bhakhri,'1009001400818300,Village,Bihar,7759.92,12933.2,14780.8,12933.2,12933.2,16628.4,12933.2
Vaishali,224,Hajipur,1278,Minapur Rae,'1017002001855300,Village,Bihar,7760.34,12933.9,14781.6,12933.9,12933.9,16629.3,12933.9
Saran,218,Chapra,1258,Mohaddipur,'1012000701059800,Village,Bihar,7760.76,12934.6,14782.4,12934.6,12934.6,16630.2,12934.6
Saharsa,216,Simri Bakhtiarpur,1178,Kusmi,'1017001101775000,Village,Bihar,7761.18,12935.3,14783.2,12935.3,12935.3,16631.1,12935.3
Vaishali,224,Hajipur,1278,Chak Said Kari,'1018001101966700,Village,Bihar,7761.6,12936,14784,12936,12936,16632,12936
Vaishali,224,Hajipur,1278,Panapur Loawan urf Biropur,'1019001502114500,Village,Bihar,7762.02,12936.7,14784.8,12936.7,12936.7,16632.9,12936.7
Vaishali,224,Hajipur,1278,Chak Ataullah,'1012000701056700,Village,Bihar,7762.44,12937.4,14785.6,12937.4,12937.4,16633.8,12937.4
Vaishali,224,Raja Pakar,1277,Bhalui,'1017001901850500,Village,Bihar,7762.86,12938.1,14786.4,12938.1,12938.1,16634.7,12938.1
Saran,218,Sonepur,1267,Kaleanpur,'1018001001957600,Village,Bihar,7763.28,12938.8,14787.2,12938.8,12938.8,16635.6,12938.8
Vaishali,224,Hajipur,1278,Senduari Gobind,'1018001101980500,Village,Bihar,7763.7,12939.5,14788,12939.5,12939.5,16636.5,12939.5
Vaishali,224,Hajipur,1278,Chak Saidkhan,'1019001902135900,Village,Bihar,7764.12,12940.2,14788.8,12940.2,12940.2,16637.4,12940.2
Purnia,214,Dagarua,1141,Dansar,'1017001001765400,Village,Bihar,7764.54,12940.9,14789.6,12940.9,12940.9,16638.3,12940.9
Buxar,194,Barhampur,1437,Gaighat (Part),'1019002002145200,Village,Bihar,7764.96,12941.6,14790.4,12941.6,12941.6,16639.2,12941.6
Vaishali,224,Hajipur,1278,Ghoswar,'1018001101965800,Village,Bihar,7765.38,12942.3,14791.2,12942.3,12942.3,16640.1,12942.3
Vaishali,224,Hajipur,1278,Chak Khudan,'1018001101965900,Village,Bihar,7765.8,12943,14792,12943,12943,16641,12943
Vaishali,224,Hajipur,1278,Gurmain,'1017001101775400,Village,Bihar,7766.22,12943.7,14792.8,12943.7,12943.7,16641.9,12943.7
Saharsa,216,Simri Bakhtiarpur,1178,Tariawan,'1018001101966600,Village,Bihar,7766.64,12944.4,14793.6,12944.4,12944.4,16642.8,12944.4
