,DISTRICT,DIST_LGD,SUB_DIST,Subdt_LGD,NAME,CEN_2001,TYPE,STATE,nutrition_idx,protection_idx,education_idx,health_idx,child_anaemia,early_marriage,anc_4plus
3,Araria,188,Palasi,1119,Belbari,'1016001401641800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Goshainpur,'1013000401105700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Rangbaha,'1016001301630800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Gyaspur,'1007000800608700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Kurwa,'1014000601269100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Araria,1116,Bhagsadullah Gachh Kola,'1008000600680700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Maina,'1007000200558500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Araria,1116,Bahgi,'1014000801301300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Forbesganj,1113,Jhirwa Pachhiari,'1016001101609600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Araria,1116,Salaigarh,'1014000601275100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Araria,1116,Samda,'1006000800530900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Forbesganj,1113,Lachhmipur,'1016001301626300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Tarbi,'1016001401642000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Kumarkhand,'1016001101611700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Bhadauna,'1013000201086700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Jhirwa Purwari,'1007000800609000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Hardia,'1008000400666600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Forbesganj,1113,Mirzapur,'1008000600681100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Bhatania,'1016001101612900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Bokra,'1016000601573400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Baraili,'1007000200559200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Araria,1116,Kharhar,'1016001301630600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Seyampur,'1014001001317900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Araria,1116,Murbala,'1014000501261500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Tharia Bakia,'1016000901603500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Araria,1116,Haria,'1005002000486100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Araria,1116,Basantpur,'1016001401641700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Madhail,'1016001301628800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Pharhara,'1014000601270100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Rupail,'1016000501572000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Domaria,'1008000600680800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Ramnagar,'1014000601269500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Marichgaon,'1016001301630400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Denga,'1016001001604900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Jokihat,1120,Duba,'1016000801593200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Bhargama,1114,Jainagar,'1014000601269800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Araria,1116,Rangdaha,'1005002000485800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Jokihat,1120,Kesarra,'1016000801594000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Pakri Arazi,'1006000800532200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Dhurgaon,'1007000900614500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Jokihat,1120,Taran,'1007000800610900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Jokihat,1120,Satghara,'1016001101612800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Jurail,'1013000401101800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Araria,1116,Farasat,'1014000801295800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Jokihat,1120,Semaria,'1014000801296200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Sukhsaina,'1014000601274200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Jokihat,1120,Jahanpur,'1014000801296300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Jokihat,1120,Bagmara,'1014000301229200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Raniganj,1115,Bishunpur,'1005002000486000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Jokihat,1120,Bairgachhi,'1013000201086200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Jokihat,1120,Kakan,'1016001401641200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Raniganj,1115,Parmanpur,'1014000301227300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Ahmadpur,'1007000900616500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Araria,1116,Araria,'1007000400574600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Raniganj,1115,Kadwa,'1007000200559000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Shankarpur,'1006000900532500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Raniganj,1115,Motiari,'1013000501115800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Araria,1116,Barakamatchistipur,'1008000600681600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Jokihat,1120,Dharmeshwar Gachh,'1013000601122900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Maya Khori,'1008000600682000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Jokihat,1120,Khuti Kharia,'1014001101328300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Raniganj,1115,Hingna,'1008000600682500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Araria,1116,Araria,'1013000901136300,Town,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Harwa,'1016001301629400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Bhargama,1114,Sirsia Hanumanganj,'1014001401347900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Jokihat,1120,Rani,'1006000900533700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Raniganj,1115,Jogta,'1014001101328800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Jokihat,1120,Artia,'1016000701583900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Jokihat,1120,Hardar,'1014000601273100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Raniganj,1115,Ahmadpur Pahi,'1006001100543900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Mahachanda,'1014000301242500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Jokihat,1120,Dhobinia,'1007000400575500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Raniganj,1115,Bholapur,'1007000900616900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Jokihat,1120,Rani Istamrar,'1016001401639800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Raniganj,1115,Bistaria,'1014000301238700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Jokihat,1120,Shahpur,'1016000801590200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Jokihat,1120,Khirdaha,'1014000401244500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Jokihat,1120,Kathalbari,'1013000401114700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Jokihat,1120,Jokihat,'1013000201089300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Raniganj,1115,Banbhag,'1014001101328600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Raniganj,1115,Dhama,'1014000801298100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Raniganj,1115,Kopari,'1016001001607300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Bhargama,1114,Shaikhpura,'1007000400574500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Jokihat,1120,Mahadewa,'1006001100545900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Jokihat,1120,Naua Nankar,'1013000401113800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Raniganj,1115,Dhaniain,'1016001801677600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Araria,1116,Belbari,'1014000601273200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Jokihat,1120,Dhanpura,'1017000201697400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Jokihat,1120,Malchhari,'1014001401348400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Jokihat,1120,Pathrabari,'1014001101324900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Araria,1116,Milik,'1014001401350300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Raniganj,1115,Hirdepur,'1016000701583000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Raniganj,1115,Raghunathpur,'1014001401351700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Jokihat,1120,Gamharia,'1013000801129400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Araria,1116,Azmatpur,'1007000900616400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Jokihat,1120,Kajleta,'1013000901141300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Jokihat,1120,Bhagwanpur,'1014001401348500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Jokihat,1120,Satbhita,'1016001401635400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Jokihat,1120,Satbhita Kamat,'1017000101688500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Jokihat,1120,Bagdahara,'1016000801590000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Jokihat,1120,Gachh Mahadewa,'1007000500587600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Bhargama,1114,Narhewa Diara,'1013001001159500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Jokihat,1120,Sisauna,'1014000401244400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Araria,1116,Bairgachhi,'1017000201698600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Jokihat,1120,Masuria,'1014000401244200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Araria,1116,Bhagmohabbat,'1013000901143700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Araria,1116,Majkuri,'1008000600687300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Raniganj,1115,Pachera,'1014001101330900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Raniganj,1115,Basgara,'1014001401350500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Jokihat,1120,Singar Mohani,'1008000700697900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Raniganj,1115,Bhagphasia,'1016001801677000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Jokihat,1120,Matiari,'1008000700696700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Araria,1116,Belwa,'1014000301237800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Raniganj,1115,Naraenpur,'1016001301632200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Jokihat,1120,Girda,'1013000901144600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Raniganj,1115,Sanjhaili,'1017000101690300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Jokihat,1120,Bankora,'1006000300513100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Jokihat,1120,Baharbari,'1014000301228900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Jokihat,1120,Bara Istamrar,'1016000901598200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Raniganj,1115,Raghopur,'1007000900622500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Bhargama,1114,Raghunath Pur,'1008000600683500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Bhargama,1114,Sirsia Kalan,'1007000900619100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Raniganj,1115,Lachhmipur,'1017000101690200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Raniganj,1115,Rupauli,'1013000801134700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Raniganj,1115,Chhatiauna,'1013000801134100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Jokihat,1120,Bagesari,'1007000400574300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Araria,1116,Surjapur,'1017000201700300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Jokihat,1120,Darsana,'1014000501259100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Jokihat,1120,Gogra,'1014000501262600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Jokihat,1120,Gerki,'1014001401343100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Jokihat,1120,Bhag Turkaili,'1013000901140700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Bhargama,1114,Dundbahadur Chakla,'1016001401634300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Raniganj,1115,Kharsahi,'1013000901145000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Raniganj,1115,Bitauna,'1016000841603000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Raniganj,1115,Hansa,'1013000901147900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Araria,1116,Sisauna,'1006001000540200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Araria,1116,Itahara,'1007000900616000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Araria,1116,Hasanpur,'1014001401351500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Raniganj,1115,Kharhat,'1005002100493600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Raniganj,1115,Garha,'1016001401636500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Raniganj,1115,Kajra,'1014000501258700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Jokihat,1120,Barhuwa,'1016000701586900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Jokihat,1120,Turkaili,'1008000700696800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Raniganj,1115,Belgachhi,'1013000901147400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Jokihat,1120,Pirganj,'1016001501649400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Jokihat,1120,Matiari,'1014000301237600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Jokihat,1120,Laruabari,'1008000600687900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Jokihat,1120,Rahikpur,'1008000600693700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Jokihat,1120,Ramganj,'1016001501644300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Bhargama,1114,Bishunpr  Bhaiaram,'1013000901139800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Bhargama,1114,Jhumuk Lal Chakla,'1006001000541700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Jokihat,1120,Lalia,'1017000201696400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Araria,1116,Rajokhar,'1016000701581500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Raniganj,1115,Hasanpur,'1007000900619200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Araria,1116,Hyatpur,'1008000600693600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Raniganj,1115,Rahua,'1016000701586800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Raniganj,1115,Gidhwas,'1013000901139900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Araria,1116,Gaigari,'1005002100491800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Raniganj,1115,Mirzapur,'1016001001608200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Araria,1116,Bochi,'1016000701586400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Raniganj,1115,Rampur,'1016001001608000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Raniganj,1115,Kamalpur,'1014000301230800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Jokihat,1120,Dabhra,'1014000301238900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Jokihat,1120,Bhansia,'1016001401637000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Araria,1116,Chanderdai,'1014000301236900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Araria,1116,Lahna,'1014001101325300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Jokihat,1120,Chirah,'1013001001152100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Jokihat,1120,Chakai,'1014000301240500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Jokihat,1120,Siswa,'1016001401638900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Raniganj,1115,Mahasaili Gidhwas,'1014000301236800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Jokihat,1120,Mahjaili,'1008000600688100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Raniganj,1115,Binodpur,'1007000900620700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Bhargama,1114,Paik Para,'1013001001156400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Araria,1116,Majgawan,'1013000901138700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Bhargama,1114,Bhargaon,'1014001101332100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Araria,1116,Rampur Kudarkatti,'1006000900539500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Raniganj,1115,Daria Rai,'1014000301236200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Bhargama,1114,Gamharia,'1016001801671000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Jokihat,1120,Ghormara,'1013000901138600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Raniganj,1115,Kamalpur,'1009001200791300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Jokihat,1120,Marua,'1014000501261600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Jokihat,1120,Uda,'1013001001153300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Raniganj,1115,Mahsaili,'1013000901138400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Jokihat,1120,Padampur,'1016001801670400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Bhargama,1114,Gamharia Milik,'1016001801673400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Raniganj,1115,Bhorha,'1017000101691200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Jokihat,1120,Parshadpur,'1009001200795100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Raniganj,1115,Raniganj,'1016000701588000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Bhargama,1114,Manullahpatti,'1013000901139400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Raniganj,1115,Nananpur,'1014000501260400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Jokihat,1120,Mehadinagar,'1014000401254700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Raniganj,1115,Gunwanti,'1014000501260700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Araria,1116,Kamaldaha,'1005002100490800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Raniganj,1115,Sakraili,'1014001201332700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Jokihat,1120,Kursail,'1007000900621200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Raniganj,1115,Barbana,'1016000701587300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Raniganj,1115,Rajbaili,'1005002100493000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Jokihat,1120,Kishunpur,'1007000900618900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Jokihat,1120,Phulpur Pachhiari,'1009001200796600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Araria,1116,Bangawan,'1014001201334900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Araria,1116,Diari,'1014000401255700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Jokihat,1120,Ukhwa,'1017000301703500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Bhargama,1114,Rampuradi,'1016001701667400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Raniganj,1115,Harpur,'1014000501260900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Jokihat,1120,Phulpur Purwari,'1013001101162200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Araria,1116,Chikni,'1007000400576900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
